,text,repetido,labels,labels_int
9671,O Noel da CN vai trazer pra mim uma Weber Haus extra Premium.,False,,
9672,Taverna de Minas Carvalho,False,,
9673,Havana,False,[0. 1. 0.],1.0
9674,Vale Verde,False,,
9675,"Rio do Engenho, ilhéus BA",False,,
9676,Pinga de Salinas.,False,,
9677,infelizmente na CN ainda não tem a Cachaça Da Casa,False,,
9678,CARVALHEIRA  EXTRA PREMIUM,False,,
9679,UMA HAVANA 21 ANOS !!!,False,,
9680,Gostaria de ganhar uma Sebastiana Carvalho. Nome da minha sogra. Rsrsrs,False,,
9681,RESERVA DO GERENTE...OURO....,False,,
9682,Uma Havana tá de boas xD,False,,
9683,Dom  Cabral.,False,,
9684,Porto Morretes Premium,False,,
9685,ATE AGORA NAO BEBI NENHUMA!,False,,
9686,Olha Glennys Balzani  Torres,False,,
9687,Iremos experimentar/degustar/opinar! 🍸✨🍸,False,,
9688,Ederson Marelo,False,,
9689,Cachaçaria Nacional :P,False,,
9690,Ronald Corrente,False,,
9691,Manoel Felipe,False,,
9692,Rafael Araujo,False,,
9693,Matheus Parreiras,False,,
9694,Thiago Wesley,False,,
9695,Maísa Tolentino ;),False,[0. 0. 1.],2.0
9696,"Olá Pessoal, quem tiver interesse em aprender a fazer a bala de gelatina usada no drink, acesse o link abaixo:

https://blog.cachacarianacional.com.br/2017/09/22/receita-de-bala-de-cachaca-de-morango/",False,,
9697,Fala ai,False,,
9698,Toopp ...,False,,
9699,"Legal, será posso usar outra cachaça de alambique??",False,,
9700,Escutando bem!,False,,
9701,Quero compra a cachasa de vcs como faso,False,[0. 0. 1.],2.0
9702,Ok,False,,
9703,Ok áudio bom,False,,
9704,Deve ser muito gostosa!,False,,
9705,estamos lhe convidando para o Carnaval de Salvador. Bloco Bola Cheia E a Cantora Carla Vise.. Salvador te espera. pinga pra  nos.,False,,
9706,Muito bom,False,[0. 0. 1.],2.0
9707,"Fala Rafael , um abraço...",False,,
9708,Manda,False,,
9709,Ok,False,,
9710,Beleza,False,,
9711,"Rafael  um abraço,  gostei receita",False,,
9712,Show !!!!,False,,
9713,Valeu,False,,
9714,Boa Tarde,False,,
9715,Quero fazer essa caipirinha neste fim de semana kkkkkkk,False,,
9716,Ok,False,,
9717,Tá ok,False,,
9718,Oi,False,,
9719,Tem sim,False,,
9720,"Muito bom, vou tentar fazer",False,,
9721,Haha eu tenho caninha quarqueuma pena q não dá pra enviar a foto nos comentários,False,,
9722,Pras bandas do Ceará tinha uma q chamava Pauladentro hahahaha,False,,
9723,Muitas dessas nem existem mais. Concorda?,False,,
9724,Já tomei 8 😘🙏🏻,False,,
9725,Tres .. mais eai kd a Matuta,False,,
9726,Posso afirmar que mais de 5!,False,,
9727,Vixe !!!!! perdi a conta kkkkkkkkkkkk,False,,
9728,Lembro não,False,,
9729,Umas 10 kkkk,False,,
9730,"Num bar aqui na cidade com um amigo , tomamos 5 cachaça diferentes!",False,,
9731,"Tomei cachaça TELECOTECO, CHAVE DE OURO, MUCURY, SERRA GRANDE, CARIBÉ, CLAUDIONOR, JANUARIA.",False,,
9732,"até a quinta eu sabia, depois esqueci até onde estava......",False,,
9733,"Umas 5...
No dia do aniversário  do amigo Janio Picanco...
Neste dia tomamos todas...
Rsrsrs",False,,
9734,"Serra de areia, Ipueira 
Triunfo ,matuta é uma cerveja pra lavra kkk",False,,
9735,Não lembro não kkkk,False,,
9736,"Ah, também teve o festival da cachaça, que visitei bem uns 20 estandes todos com degustação...",False,,
9737,"Havana, Nova Aliança, Majestade, Seleta e uma no boteco que nem sei qual kkkkkkk. Viva as idas a Salinas! 🎊😍😬",False,,
9738,Várias em Monte Verde em Tiradentes Minas Gerais e em Embu das Artes várias degustações   em empório e cachaçaria,False,,
9739,7 tipos,False,,
9740,"Em degustação já umas mais.
Mais o legal é uma só marca pra apreciar o sabor!",False,,
9741,Onde e???,False,,
9742,Quero conhecer,False,,
9743,Segredo  revelado. .....,False,,
9744,"Vou além, todo mundo deveria conhecer um alambique!",False,,
9745,Trais uma pra mim Primo 🤗😋,False,,
9746,"Preços que não se justificam pela qualidade, nem de longe. Pura ostentação sem sentido.",False,,
9747,Sinicley Armando,False,,
9748,Dani Silva Débora Vieira,False,,
9749,"Gosto muiiiiiiiito de cachaça,  mas desse preço NÃO dá! 
É ostentação demais!",False,,
9750,"Se essa cachaça for tão boa quanto a matéria a história a simplicidade e o conhecimento do sr Marco Antonio,é sem duvida uma das melhores do Brasil.Parabéns a equipe",False,,
9751,José Maria Hermosilla De Almeida,False,,
9752,"Lugar lindo, tudo bem organizado, tudo limpo, ameiiii, por mais cachaçarias assim",False,,
9753,Tomo umas lá de Amparo que são ótimas.,False,,
9754,"Parabéns, história maravilhosa, espetacular, muito bem organizado, lindo,dedicação,simplicidade, honestidade...fiz questão de assistir todo vídeo.",False,,
9755,"Belíssima reportagem, e o esmero com que é produzida essa cachaça, impressionante...Parabéns....",False,,
9756,Boa vou comparar uma dessa 👍,False,,
9757,UAU,False,,
9758,Marion Ferreira de Melo,False,,
9759,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻parabéns Marco! Sucesso sempre!,False,,
9760,Conheço esta cachaçaria é maravilhosa a cachaça também abraço,False,,
9761,OBRIGADO PELA HOMENAGEM....RS...........,False,,
9762,Ai João Batista Cunha Osório,False,,
9763,Grata surpresa. Minas é realmente inesgotável. Parabéns!... Mal posso esperar a minha.,False,,
9764,"Parabéns,  sucesso!!!!!!",False,,
9765,Luiz Demétrio Pires olha isso pai... Que coisa linda!!!,False,,
9766,Hime Nardeli,False,,
9767,Depende dos amigos safados que aparecem! 2 dias  no  máximo,False,,
9768,"COM 3 HORAS EU TOMO, MAS TEM QUE SER ACOMPANHADO COM MAIS UNS 3 LITRAO DE CERVEJA.....",False,,
9769,"Si for  boa não demora muito não, em uma boa compania e um bom papo vai que vai",False,,
9770,Já bebi uma garrafa de terra roxa de 750. Ml em 6 horas!!!,False,,
9771,10 minutos....,False,,
9772,"E SO FAZENDO TEST MANDA UMAS AI
E VAO ME MANDAR?
VAI FICAR CURIOSO!",False,,
9773,No máximo  rm duas,False,,
9774,Menos de 30 minutos😂✌️👍😎,False,,
9775,Nao consigo beber cachaca...meu estomago rejeita ns hora.. nauseas.. qent so whisq vodca tdo comgelo..,False,,
9776,"Sozinho nunca tentei
Mas com meu pai 04:00 hs",False,,
9777,Eu e o primo Wagner Walner Zuca levamos uma hora,False,,
9778,"Pura é brabo, mais se fizer um bombeirinho é mole",False,,
9779,5 minutos é o bastante pra mim sou cachaceiro memo,False,,
9780,kkkkkkkkkkkkkkkkkkkkk,False,,
9781,"Ja bebi uma garrafa de seleta, também Salinas em 4 horas , cantando e fazendo uma violada",False,,
9782,"Se começar ali pelas 10:00, pescando, comendo carne assada, tomando banho de Rio lá pelas 18:00 ela está zerada kkkkkkkkkkk",False,,
9783,Bebo em cerca de uns 04 anos,False,,
9784,Minha Velocidade = 120ml/h,False,,
9785,Rapaz kkkk sozinho não bebo  1 litro de uma vez não kkkk,False,,
9786,Um litro prá mim dá prá pouco mais de um mês.Só bebo nas sextas-feiras e eventualmente aos sábados.,False,,
9787,30 minutos,False,,
9788,Duas horas,False,,
9789,Depende do tamanho e se é boa uai,False,,
9790,"Mais ou menos em 26 horas sozinho , acompanhado com que sabe beber, 8 horas!",False,,
9791,"Horas ? Se for boa, minutos...",False,,
9792,Eu e o primo Wagner Walner Zuca levamos uma hora,False,,
9793,kkkkkkkkkkkkkkkkkkkkk,False,,
9794,Herbert Oliveira,False,,
9795,Vou presentear com kit da Cachaça Dom Cabral 😋😋😋,False,,
9796,"Com a cachaça Benedito Chave , especial artesanal , 38gr na sombra!",False,,
9797,com a Cachaça Da Casa........essa é uma delicia,False,,
9798,"Pensei em algum kit, vocês tem ?",False,,
9799,Sensacional !!!,False,,
9800,Não sei. Mas uma grande cachaça é a Paiolinho.,False,,
9801,"Se não estou errado essas são a companheira ,Carvalho,umburana e prata.inclusive a carvalho parece até whisky de tão boa e a umburana sem comentários top das tops",False,,
9802,"Companheira ,vou sempre visitar ,o dono é um senhor fantástico ,amo as cachaças da companheira ,a envelhecida de 8 anos é melhor que muitos whisky",False,,
9803,velho barreiro,False,,
9804,Companheira,False,,
9805,Companheira,False,,
9806,Sidnei Kuhlmann,False,,
9807,Companheira...,False,,
9808,A estrela é inconfundível! Cachaça Batista na área!!,False,,
9809,Batista..,False,,
9810,Rosa Mineira 30 anos,False,,
9811,Velho barreiro,False,,
9812,Vale verde especial 12 anos,False,,
9813,"Anisio Santiago, 11 anos.",False,,
9814,S A L I N A S. LIMITED SAFRA 1998👏👏👏👏👍👏👏 FINÍSSIMA!!!!!!!!!!!,False,,
9815,Reserva 51 Única,False,,
9816,Cachaça Moendão! Envelhecida 10 anos em barril de carvalho! Santa Catarina. Uma delícia!,False,,
9817,1945 mais de 70 anos,False,,
9818,Carvalheira!!,False,,
9819,Canoa Quebrada. Pense numa desgraça forte. Absinto perde feio.,False,,
9820,Cachaça Blumenau Frida 6 anos no carvalho americano !,False,,
9821,Pitú Gold....forte q só a bixiga...,False,,
9822,Vale verde 12 anos,False,,
9823,Uma semana escondida debaixo da pia da cozinha kkkkk,False,,
9824,"De 70 , 50 , 30",False,,
9825,Cachaça Velho Barreiro desde 1873,False,,
9826,Pitu,False,,
9827,"Eu já, tomo cachaça a 25 anos...kkk",False,,
9828,"Cachaça Imperial Do Brasil ! Envelhecida 7 anos, no tonel de bálsamo .... Maravilhosa .👏👏",False,,
9829,Cachaça Da Casa......uma delicia,False,,
9830,"Flor de Macaúba da Cidade de Bonfim MG , tinha uns 20 anos que estava enterrada no quintal perto das bananeiras, meu tio me deu um litro de presente, que durou dois dias .",False,,
9831,Degustei uma Mucuri envasada em 1985... Experiência única!,False,,
9832,Carvalheira extra premium,False,,
9833,"Doministro - Extra premium 5 anos em Carvalho de Alexânia - GO, premiada na Expocachaça medalha de ouro. Topzera!!!",False,,
9834,15 anos,False,,
9835,Rosa Mineira 30 anos,False,,
9836,1945 mais de 70 anos,False,,
9837,Reserva 51 Única,False,,
9838,15 anos,False,,
9839,Cachaça Da Casa......uma delicia,False,,
9840,"Tomei hoje, uma Ypioca de nov/17.",False,,
9841,"De 70 , 50 , 30",False,,
9842,Pitu,False,,
9843,A propósito! Nada melhor que uma feijoada descomplicada pra acompanhar esse caipilé. 😉https://www.youtube.com/watch?v=bLyvTnOle4M&t=3s,False,,
9844,Sensacional Rafael Araujo!! Nada como desafiar a pessoa/empresa certa! Vocês são demais!,False,,
9845,Ficou sensacional Cachaçaria Nacional! O caipilé é incrível e muito fácil de fazer mesmo! Parabéns! Aguardamos nosso desafio! Abraço!,False,,
9846,Priscila Silveira,False,,
9847,Ana Coutinho pode fazer pra nós 👍👍👍👏👏,False,,
9848,Delícia ne,False,,
9849,Rapaz é perfeito demais. Os posts de vocês são muito comoventes. Olho no vídeo e tomo um góle. Felizmente acho que vcs são os melhores vendedores de cachaça da Internet.,False,,
9850,Eu quero,False,,
9851,Rita De Cassia,False,,
9852,Angela Nascimento Rezende,False,,
9853,"Cachaçaria Nacional, vocês se superaram! Ficou melhor que a encomenda! Parabéns!!",False,[0. 0. 1.],2.0
9854,Marilene Marqueza,False,,
9855,Ficou boa hein!,False,,
9856,Estou assistindo o Mais Você onde tem a mostarda com jabuticaba p vender no Rio de Janeiro?,False,,
9857,"Meu pedido da Black Friday chegou, obrigado. Tudo muito bem embalado , agora é apreciar.",False,,
9858,Um corote de pedra 90,False,[0. 1. 0.],1.0
9859,"Andréa Bandeira escolhe ai!
Kkkk",False,,
9860,"Cachaça Da Casa, essa Cachaça é uma delicia",False,,
9861,"Sapupara, colonial, pitu, 51, caranguejo e similares.",False,,
9862,Etanol.. kkkkkk,False,,
9863,"Tá louco, ele que compre!",False,,
9864,nenhuma kkkkkk,False,,
9865,"Bem....vai depender do perfil do síndico!!! Como já trabalhei com vários....eu daria uma Cachaça Bartolomeu, uma cachaça Tiê Carvalho ou uma Cachaça Colombina para os Síndicos que gostam das tradicionais....já para dois síndicos que têm um espírito jovial eu presentearia com a Babuxca!",False,,
9866,Uma Havana,False,,
9867,"Sem dúvida, a Paiolinho.",False,,
9868,Então eu me presentearia com uma Santo Grau kkk,False,,
9869,51,False,,
9870,Com certeza Cachaça Dom Cabral 😋🇧🇷,False,,
9871,51 😆,False,,
9872,O rapaz que falou que está sem som deve ter tomado umas tres dessa.kkkk,False,,
9873,Som tá 100%,False,,
9874,Aqui da Bélgica estou ouvindo muito bem,False,,
9875,Vou fazer esse final de semana... Gostei...,False,,
9876,Tranquilo! Manda ver!,False,,
9877,Aprendeu né André,False,,
9878,O som tá ótimo,False,,
9879,Desafio vcs a fazerem um drink de cachaça com pimenta dedo de moça,False,,
9880,O som tá muito bom,False,,
9881,Ótimo som!!!!,False,,
9882,Sensacional!!!!,False,,
9883,Parabéns!!,False,,
9884,Tá ok aqui tambem,False,,
9885,Show...,False,,
9886,Bacana,False,,
9887,Show,False,,
9888,Tamos aí!!!!!,False,,
9889,Tá ótimo som,False,[0. 0. 1.],2.0
9890,"a ouro desta cachaça é suave, estou acostumada com a cachaça Angelina, procuro uma parecida com ela conhece?",False,,
9891,Oi,False,,
9892,Que não mata engorda,False,,
9893,Tá normal,False,,
9894,Alto e claro o som,False,,
9895,esta otimo o som,False,,
9896,bom dia,False,,
9897,Tá ok aqui tambem,False,,
9898,Também só o filé,False,,
9899,O som tá muito bom,False,,
9900,Ótimo som!!!!,False,,
9901,Tamos aí!!!!!,False,,
9902,Aprendeu né André,False,,
9903,Tá normal,False,,
9904,Tranquilo! Manda ver!,False,,
9905,Show...,False,,
9906,Saúde,False,,
9907,Tá ótimo o som,False,,
9908,Som ótimo,False,,
9909,"Boa , mandai, , támu aqui",False,,
9910,Alto e claro o som,False,,
9911,Show de bola,False,,
9912,Som de boa,False,,
9913,Tá normal,False,,
9914,Tem som sim,False,,
9915,Uberlândia,False,,
9916,Junao peão,False,,
9917,Bacana,False,,
9918,Som normal,False,,
9919,Escutando bem aqui,False,,
9920,Legal,False,,
9921,Sou eu,False,,
9922,Normal,False,,
9923,Som normal,False,,
9924,Estamos aí curtindo,False,,
9925,to ouvindo,False,,
9926,E do santo,False,,
9927,Tá tudo certo aqui o som,False,,
9928,Som perfeito,False,,
9929,União de Minas -MG,False,,
9930,Bady Bassitt,False,,
9931,Euuu,False,,
9932,Oi,False,,
9933,Boa,False,,
9934,Top,False,,
9935,Som,False,,
9936,Jóia,False,,
9937,Bao,False,,
9938,Som,False,,
9939,Tem,False,,
9940,Opa,False,,
9941,Top,False,,
9942,😋😋😋,False,,
9943,Johanns Fellini Olha ai,False,,
9944,Tomas Stade,False,[0. 1. 0.],1.0
9945,Thamires,False,,
9946,Show,False,,
9947,sem. som.,False,,
9948,Boa tarde,False,,
9949,Tá um pouco baixo,False,,
9950,Cadê o som?,False,,
9951,ta schow,False,[0. 0. 1.],2.0
9952,<3,False,,
9953,ENTREM EM CONTATO COMIGO URGENTE,False,,
9954,"🎶Teu fígado está torrado, ferido o coração
A cachaça já se apoderou de ti.
Desculpa meu irmão, por que bebes tanto assim?
Beba um copo e deixe outro para mim!🎶

🎶Se não beber tudo, eu vos ajudarei
Se não secar um litro, eu secarei, eu secarei,
Na igreja diz assim,
Beba um copo e deixe outro para mim (2x)🎶",False,,
9955,Conserteza e a marvada pinga.,False,,
9956,"CACHAÇA AMIGA  (Osvaldo Bezerra), é uma comédia.",False,,
9957,Beber cair e levantar,False,,
9958,"'Dinheiro pra quê dinheiro se ela não me dá bola? em casa de batuqueiro só quem chora alto é viola...' Mas e a cachaça, já bebi, pega mais uma!! 😂😉😂",False,,
9959,"– Canta Adelino Nascimento – Cm

A cachaça amiga, não há quem me diga que não tem valor     (1)
Por ela ser tão boa, vive assim a toa sem saber se impor
Ela dá coragem, ela dá vantagem, dá inspiração
E não admite falta de apetite numa refeição",False,,
9960,"Muito legal cara, nois inte chora !",False,,
9961,Pinga na garganta (Gino e Geno),False,,
9962,Marvada pinga.,False,,
9963,La no pingaecachaca.blogspot.com tem algumas...,False,,
9964,ADORO COM MUITO CARINHO,False,,
9965,duvido que é a melhor. Tem a Castelo Branco e a Doministro.,False,,
9966,GOSTARIA MUITO PODER ENTRAR EM CONTATO URGENTE COM A DIRETORIA DESTA CONCEITUADA EMPRESA .,False,,
9967,"Ta na hora de ocês fazer uns combos aí.. Cachaça, barril, copo..etc",False,,
9968,Ela é realmente muito boa. Mas ta muito cara.,False,,
9969,Que custa esta cachaça hoje,False,,
9970,"Nunca que é a melhor! A melhor, a suprema, é a Paiolinha. E fim de conversa!",False,,
9971,Jambucana! É sensacional,False,,
9972,A QUE ESTA  NO  COPO,False,,
9973,😂😂😂😍,False,,
9974,Vale Verde Extra Premium,False,,
9975,Serra limpa dr falkynner vamos tomar quando,False,,
9976,Qualquer uma envelhecida em Freijó,False,,
9977,TODAS KKKKKKKKKKKKKKKK,False,,
9978,"Claudionor , Salinas , tenho um estoque bom de pinga com 20 anos Conhaque Dreher do rótulo preto tenho sapupara, donzela , chave de ouro, marimbondo, Mucuri , Muricy , caranguejo, e mais.",False,[0. 1. 0.],1.0
9979,Weber Haus premium,False,,
9980,SELETA,False,,
9981,Outra boa opção é a Weber Haus 7 Madeiras.,False,,
9982,"De acordo com a pergunta.....eu acho a Cachaça Tiê prata, um buquê incrível! Um cheirinho de cana agradabilissimo. Porém prefiro bebe-la nos drinks, preparados especialmente por Edna Rosendo!",False,,
9983,Cachaça 3 Pontos 10 anos !!! Tem pagina dela no face,False,,
9984,Gogó da Ema!!!!,False,,
9985,Dona Beija,False,,
9986,Taverna de Minas Amburana,False,,
9987,"Em minas provei uma por nome Abusada curtida em umburana, carvalho e jequitiba...sabor incrivel...diferenciado de todas que já provei...",False,,
9988,"Serra limpa,o aroma é  sem igual!",False,,
9989,Aroma Fortuna Bandeira,False,,
9990,51,False,,
9991,Ferreira Januária. Aroma e sabor marcantes.,False,,
9992,Ahhh a branquinha como chamamos por aqui cheirinho e sabor bem Brasileiro.Mas não deixei de comprar a cabaré e a prosa mineira contigo.,False,,
9993,Se a Cachaça for de qualidade terá um bom aroma.,False,,
9994,"Mata Verde. Cheiro de Umburana bem marcante e gostoso, incentiva o paladar!",False,,
9995,Rainha,False,,
9996,Jambucana! É sensacional,False,,
9997,Canarinha,False,,
9998,Vale Verde Extra Premium,False,,
9999,Carvalheira,False,,
0,Ypióca prata empalhada,False,,
1,Cachaça Aroma da Serra,False,,
2,SELETA,False,,
3,Dona Beija,False,,
4,Curtida em emburana,False,,
5,Peçanha,False,,
6,JPiva,False,[0. 1. 0.],1.0
7,Weber Haus premium,False,,
8,Rainha,False,,
9,Havana,False,,
10,Vale verde,False,,
11,"Gogó da Ema , não é só o aroma não, ela em si.",False,,
12,Gogó da Ema!!!!,False,,
13,Melhor aroma e sabor: Cachaça Dom Cabral sem dúvida!!,False,,
14,Santo Grau Coronel Xavier Chaves! Nando Chaves,False,,
15,😂😂😂😍,False,,
16,51,False,,
17,TODAS: PÔS SÃO FEITAS COM MUITO CARINHO PARA NÓS.,False,,
18,AQUELA QUE TEM NA HORA E NO LUGAR (CERTO/PROPÍCIO) TIPO AQUELA ROCINHA COM COMIDAS DE FOGÃO DE LENHA HEHE,False,,
19,TODAS KKKKKKKKKKKKKKKK,False,,
20,Aroma Fortuna Bandeira,False,,
21,Taverna de Minas Carvalho !!!,False,,
22,Reserva 51 única,False,,
23,A de Pequi,False,,
24,A do Coronel,False,,
25,Jacuba,False,,
26,Com certeza a Cachaça Dom Cabral 🇧🇷🔞😋,False,,
27,Herbert Oliveira,False,,
28,"Graspa 
Muito toppp e o cheiro não tem igual !",False,,
29,Aldo Teles Peixoto !  Espetacular.,False,,
30,É a Paiolinha.,False,,
31,Taverna Amburana ✈️,False,,
32,Sidnei Kuhlmann,False,,
33,Esteticamente horrível.,False,,
34,Taverna mineira!!!,False,,
35,Preços e site ??,False,,
36,"Saiba tudo sobre a Maior Black Friday de Cachaças do Universo, acessem : www.blog.cachacarianacional.com.br",False,,
37,A página não abre,False,,
38,Valor?,False,,
39,Diego Marine,False,,
40,Anderson Ferraz,False,,
41,Luis Jaquetta,False,,
42,Essa é boa demais,False,,
43,Preço da cachaça,False,,
44,Minha preferida,False,,
45,Qual valor?,False,,
46,Ricardo Martins Ricardo Martins,False,,
47,Muito boa.,False,,
48,Qual o preço da ampola?,False,,
49,Essa cachaça é fantástica!!!!,False,,
50,Ricardo Martins Ricardo Martins,False,[0. 1. 0.],1.0
51,SÓ QUALIDADE.,False,,
52,👏👏👏👏👏,False,[0. 0. 1.],2.0
53,Parabéns. Ótimo trabalho vocês merecem,False,,
54,"Parabéns Marquinhos, Rafael e toda equipe! Muito sucesso sempre! 👏🏻👏🏻👏🏻",False,,
55,Parabéns!👏🏻👏🏻👏🏻,False,,
56,Como será o frete para Pernambuco?,False,,
57,Ricardo Martins Ricardo Martins,False,,
58,Vandão Silva,False,,
59,essa é ispicial,False,,
60,Karina Farias precisandi,False,[0. 1. 0.],1.0
61,Logo agora que comprei a minha,False,,
62,Essa ta me faltando,False,,
63,Joao Barreiros,False,,
64,Achei massa qnt está uma dessa?,False,,
65,"Ah! Se fosse eu o dono dessa cachaça, iria ganhar dinheiro a todo.",False,,
66,Cassio Faria,False,,
67,Dá uma conferida Eraldo Troller.,False,,
68,Elliot Aboutboul,False,[0. 1. 0.],1.0
69,"Gostei! Vou fazer quando tiver festa aqui! rsss E aquele pão maravilhoso que vc faz, não vai nos ensinar??? rsss",False,,
70,Caninha da roça,False,[0. 1. 0.],1.0
71,Salinas umburana,False,,
72,Salinas(todas) !!!,False,,
73,Germana,False,,
74,Cachaça Vista  Alegre.,False,,
75,Havana,False,,
76,"Maria Isabel, cachaça artesanal de Paraty RJ, macia e suave!",False,,
77,"Mineirinha, fabricada lá em Barra do Cuieté, Minas Gerais.
Desce macia, suave, sem machucar a boca. 
O difícil é parar de tomar quando se começa a tomar.",False,,
78,Pitu,False,,
79,"Cachaça Caninha do Brejo! 
Ótima Cachaça do brejo Paraibano.",False,,
80,"Ferreira Januária, Asa Branca, Claudionor........",False,,
81,Ambira,False,,
82,"Cachaça Tragaluz do alambique Brisa da Serra, maravilha de cachaça",False,,
83,"Cambuci,selecta,salinas.",False,,
84,"cachaça ouro goiano, um blend perfeito! queremos apresenta-la a vocês",False,,
85,Qual?????,False,,
86,Salva Geraes Prata,False,,
87,Germana,False,,
88,Cachaça Blumenau Frida - 6 anos no carvalho americano,False,,
89,Serra morena,False,,
90,"Não compre cachaça cara. Geralmente são enganaçoes... Quer uma ótima cachaça e muito barata? Compre a PAIOLINHO, do Distrito de Poço Fundo de mesmo nome, em Minas.",False,,
91,Qualquer uma envelhecida em amburana,False,,
92,Rainha,False,,
93,No tempo q eu bebia náo tinha esse negocio de cachaça suave náo erá cospe  fogo mesmo agora se meteram no meio  os tal de cachacie avacalou tudo,False,,
94,Nacional!,False,,
95,E Rainha! Desce suave na garganta do dragão! Kkkkk 50% mais é boa pra peste! Só os brutos entenderão!,False,,
96,No tempo q eu bebia náo tinha esse negocio de cachaça suave náo erá cospe  fogo mesmo agora se meteram no meio  os tal de cachacie avacalou tudo,False,,
97,"cachaça ouro goiano, um blend perfeito! queremos apresenta-la a vocês",False,,
98,Fazenda Moinho Seco armazenada no barril de amburana!! A mais top de todas! @fazendamoinhoseco,False,,
99,"Não compre cachaça cara. Geralmente são enganaçoes... Quer uma ótima cachaça e muito barata? Compre a PAIOLINHO, do Distrito de Poço Fundo de mesmo nome, em Minas.",False,,
100,"Maria Isabel, cachaça artesanal de Paraty RJ, macia e suave!",False,,
101,Bem me quer!,False,,
102,Cachaça Bartolomeu! Ótima pra drinks...,False,,
103,"Cachaça Tragaluz do alambique Brisa da Serra, maravilha de cachaça",False,,
104,Guaraciama da Hunter é o néctar dos deuses,False,,
105,Cachaça Blumenau Frida - 6 anos no carvalho americano,False,,
106,Weber hauss canela sassafrás,False,,
107,Boazinha,False,,
108,Rainha,False,,
109,"Cachaça Itaguaçu, alambique Biritiba Mirim SP",False,,
110,Germana,False,,
111,"Cachaça Caninha do Brejo! 
Ótima Cachaça do brejo Paraibano.",False,,
112,"Ferreira Januária, Asa Branca, Claudionor........",False,,
113,Caninha da roça,False,,
114,Salinas(todas) !!!,False,,
115,Velho Barreiro 39g muito boa dece rolando,False,,
116,Santo grau e ótima e a canarinho também,False,,
117,Paracatulina,False,,
118,Cachaça terra Brasilis !!!! É ótima!!,False,,
119,Cachaça Mosqueteiros,False,,
120,"Faísca, a segunda mais suave do Maranhão, a primeira é tiquira .",False,,
121,Nordestina...,False,,
122,Serra Limpo Orgânica da Paraiba,False,,
123,"Triunfo , Volúpia, Gregorio . Todas paraibanas.",False,,
124,Sagatiba prata,False,,
125,Sanhaçu. de chã grande Pernambuco,False,,
126,São Francisco,False,,
127,Rsrs!,False,,
128,Weber hauss umburana orgânica,False,,
129,Salinas,False,,
130,"Tellura amburana, internacionalmente premiada",False,,
131,"Weber Haus Premium, 7 madeiras, de Ivoti/ RS",False,,
132,Cachaça 3 Pontos ... procura no face eles tem uma pagina !!!,False,,
133,Da Lage...,False,,
134,Casa Bucco,False,,
135,Aroma da Serra,False,,
136,Weber Haus,False,,
137,Ouro 1,False,,
138,Rainha,False,,
139,Germana,False,,
140,Weber Haus amburana.,False,,
141,Cavalinho e Velho Barreiro kkkk,False,[0. 1. 0.],1.0
142,"Prosa mineira, desce suave...",False,,
143,Havana.,False,,
144,Brejo dos Bois de Maceió.,False,,
145,Cachaça da terra envelhecida com cajú,False,,
146,Cachaça COMPANHEIRA,False,,
147,Cachaça Lira de Amarante PI.,False,,
148,Bandarra 40% e desce macio.,False,,
149,Matuta,False,,
150,Cachaça Imperial Sabor Bálsamo .,False,,
151,"Cachaça Perfeição
Uma cachaça orgânica muito saborosa...",False,,
152,"Asa Branca, Salinas-MG",False,,
153,alegria da roça,False,,
154,Cachaça Duas Gotas.,False,,
155,Vale verde Gold,False,,
156,Armazém Vieira...,False,,
157,Serra limpa    PARAÍBA BRASIL,False,,
158,Alferes Castanheira,False,,
159,Cachaça Usina Velha,False,[0. 1. 0.],1.0
160,Cachaça P.O Ouro,False,,
161,Chico Tobias muito Boa.,False,,
162,Quanta opção.......,False,,
163,Santo Grau PX,False,,
164,Pingo de Ouro. Fazenda Pindoba.,False,,
165,"Lorenzon Ouro , Cacoal Rondônia",False,,
166,"Maria da cruz , fazenda Pedras de Maria da Cruz lote 3 deliciosa",False,,
167,Boasinha salinas mg,False,,
168,Tabaroa ouro Prados MG,False,,
169,Vitoriosa. Reserva da Pitú,False,,
170,JPiva.,False,,
171,Germana,False,,
172,Pitú,False,,
173,Sanhaçu frejo,False,,
174,Pitu gold .,False,,
175,Velho barreiro,False,,
176,Batista...,False,,
177,Nega fulo,False,,
178,51,False,,
179,Pitú,False,,
180,Up,False,,
181,Pitu,False,,
182,Turmalina da Serra envelhecida cinco anos em barris de Carvalho.,False,,
183,Mula preta de Cachoeiro ES,False,,
184,Claudionor e armazém vieira,False,,
185,Volúpia ouro,False,,
186,Cachaça do Coronel,False,,
187,Pitu,False,,
188,O que sugere Edson Silva?,False,,
189,Gaby Bernini kkkkk,False,,
190,Priscila Araújo,False,,
191,"Cachaça Crespo é a melhor 
https://m.facebook.com/cachacacrespo/",False,[0. 0. 1.],2.0
192,Bonito,False,,
193,Cadê a receita?,False,,
194,Bommmm,False,,
195,Hosana Vilas Boas faça um desse pra mim kkk,False,,
196,Manda uma cachaça aí mano pró para,False,,
197,"Eu sempre cozinho com cachaça, as vezes até coloco na comida.",False,,
198,A salinas tbm e bo,False,,
